8.214543946162122801e-02,8.663504169372111818e-02,8.662152685944665698e-02,8.098005328058502372e-02,8.493681170503844524e-02,8.315022308774466797e-02,8.636330805114299236e-02,8.259056304799562709e-02,8.352836454070663996e-02,8.247096879886196830e-02,8.358006025267404604e-02,8.274147398242479023e-02,8.650162709875669487e-02,8.340547642878330670e-02,8.511833490532647040e-02,8.126607231695616440e-02,8.685971981612981840e-02,8.693008827238166147e-02,8.233166180816130220e-02
8.553355981592741797e-02,8.854317940012443322e-02,8.523592092960655120e-02,8.038750431146578224e-02,7.983341874344175582e-02,8.083916982201050372e-02,8.091818133769181076e-02,7.705755047623392973e-02,7.867251877357457623e-02,7.699404906947412974e-02,7.867764799732772374e-02,7.704622557140163031e-02,8.114205997816600902e-02,8.078396235608882592e-02,8.033908016589898227e-02,8.026979306130589686e-02,8.600623104433507971e-02,9.008496475660381086e-02,8.625877810395803091e-02
8.703828830461532440e-02,9.025000450082967807e-02,8.578036842975189646e-02,8.166517676781562263e-02,7.980511967432642184e-02,7.921848816950466388e-02,7.952187624261655707e-02,7.724714582788903827e-02,7.923108981626876546e-02,7.770056403161768044e-02,7.934639457857979583e-02,7.718648108694731169e-02,7.984706908167492345e-02,7.892964130137619660e-02,8.049407368828494225e-02,8.114922426694616553e-02,8.653359924064210618e-02,9.289008344625178382e-02,8.682791557698880947e-02
8.798747777602812514e-02,9.076284050257950320e-02,8.784706727955621242e-02,8.076784502517837805e-02,8.190712832477997640e-02,7.814853445528886777e-02,8.063874448777208492e-02,7.844946210231520944e-02,8.051536816401465291e-02,7.723290069891243503e-02,8.061461887879040056e-02,7.861139019615148715e-02,8.071493565036030882e-02,7.827045534136965743e-02,8.208790306699394190e-02,8.084346085060449549e-02,8.824696306967924619e-02,9.276994871245128338e-02,8.729427138300333011e-02
8.829398304915971052e-02,9.051785496840113188e-02,8.889793041633901882e-02,7.914170208038980026e-02,8.069884126251276879e-02,7.597445050801257538e-02,8.029137815355125163e-02,7.541982719326174867e-02,7.846304362458909887e-02,7.460201391456863784e-02,7.849116145121161348e-02,7.568706319310354591e-02,8.013633138569602188e-02,7.641484529265253622e-02,8.030329877217666501e-02,7.971351331608914070e-02,8.897031222226631231e-02,9.248903556109863699e-02,8.747905021000766668e-02
9.083475895245171627e-02,9.149161582674147919e-02,9.032729015125576244e-02,8.539491409761090779e-02,8.223781683987414770e-02,8.192208832296682397e-02,7.894605709329068077e-02,7.731525544800942062e-02,7.726349067367047074e-02,7.569036155650533948e-02,7.725403276623127313e-02,7.749818308099711006e-02,7.879442672694256244e-02,8.233305552692965490e-02,8.188441267767614107e-02,8.575083992126260324e-02,9.011788579698803980e-02,9.334666136867851571e-02,9.019633658855591429e-02
9.217268007114902406e-02,9.021218354155112473e-02,8.983326463585263044e-02,8.649290669734195636e-02,8.033962671479580320e-02,8.064743263450367683e-02,7.647916400606304121e-02,7.630003260048627556e-02,7.511020396048811998e-02,7.386791850867063802e-02,7.502642120755539934e-02,7.640710481969842371e-02,7.632691162486529568e-02,8.083723512902123154e-02,8.014610382053237447e-02,8.656405591575046243e-02,8.962803918195597075e-02,9.320628525713949009e-02,9.197306085499186434e-02
8.983918783701409783e-02,8.765768660566096437e-02,8.972429005712574679e-02,8.408903490598658437e-02,8.196944232857722445e-02,7.950620804112547291e-02,7.724347101392388393e-02,7.450406292587162527e-02,7.589055687960730157e-02,7.338090849456162246e-02,7.583111274336795660e-02,7.450188699019982819e-02,7.716955632886667027e-02,7.955422547857794735e-02,8.179397176550401438e-02,8.412812347118968359e-02,8.979963732902179752e-02,9.226561936709830325e-02,9.022942411928246143e-02
8.830639743989032731e-02,8.615482874290847359e-02,8.881499945433166121e-02,8.466369072321731915e-02,8.438670623269949045e-02,8.076703263470728922e-02,7.887051667094839569e-02,7.564938245077192092e-02,7.605202047415601796e-02,7.452665602963270963e-02,7.611100441538481975e-02,7.559819365336636898e-02,7.892438527277959026e-02,8.082793017175110561e-02,8.426864315732573996e-02,8.469197622038206197e-02,8.878588230433540063e-02,9.108756497258596596e-02,8.912975736818666561e-02
8.789728601188066814e-02,8.569031931699691573e-02,8.736315712103778774e-02,8.636942586881998785e-02,8.622311549905299632e-02,8.128961763887768144e-02,7.863836027070479628e-02,7.488736477506038880e-02,7.005968045909677366e-02,7.024077601912935565e-02,7.011713654251816585e-02,7.486910481752620528e-02,7.869920056546474141e-02,8.134217479232562498e-02,8.616875193871534333e-02,8.633075439298211473e-02,8.716027115050080376e-02,9.081935374606103784e-02,8.888515083481647594e-02
