1.332626016141833791e-01,1.443171596556437897e-01,1.428706106697412437e-01,1.332382427881037834e-01,1.337923424618741031e-01,1.249665218527392790e-01,1.293598596868704709e-01,1.191204721642007414e-01,1.255981996565297132e-01,1.189690211078882481e-01,1.300070528618598176e-01,1.244154110082558717e-01,1.352226183909371326e-01,1.322320831876844793e-01,1.446093017683526549e-01,1.455678135228194447e-01,1.347329494926693128e-01
1.395120391460490938e-01,1.492941916169635286e-01,1.415376626788847625e-01,1.335251800083855633e-01,1.295591346689483059e-01,1.261537728027458116e-01,1.265998099989328329e-01,1.232990526745386672e-01,1.266604525579072826e-01,1.233061783328397859e-01,1.268028134855536948e-01,1.260217399816922212e-01,1.305363332179247104e-01,1.325993852070395940e-01,1.435620868275546969e-01,1.527428170544366803e-01,1.403886063906920889e-01
1.412741434993062262e-01,1.505402399306421946e-01,1.428815165889336380e-01,1.318737793694143012e-01,1.335645989516708321e-01,1.300980211099314054e-01,1.351621838144864418e-01,1.314869303577883841e-01,1.345592590139274847e-01,1.316649907529174046e-01,1.351421048951919612e-01,1.307206279449511510e-01,1.338170058013692931e-01,1.319368909073668494e-01,1.439206732903783870e-01,1.568248579269066190e-01,1.402957792461093922e-01
1.486626928836744244e-01,1.534525086156936502e-01,1.487510400129910815e-01,1.392863520747258943e-01,1.380619039994729624e-01,1.346089788437580259e-01,1.363408956027365171e-01,1.304486099984190628e-01,1.307584099395197874e-01,1.306471889979051726e-01,1.363059217054599648e-01,1.354578743247422112e-01,1.377991697610532473e-01,1.400344232545719103e-01,1.488905354715632512e-01,1.591510122881322764e-01,1.468547230413246862e-01
1.595252421414033450e-01,1.623518420898614756e-01,1.606725748562231604e-01,1.506274068447752412e-01,1.453567767208943928e-01,1.436414007063000764e-01,1.436135637640894025e-01,1.394689299131686711e-01,1.409230417492185194e-01,1.398027643758000538e-01,1.433080201000941634e-01,1.444110649508552335e-01,1.447628177751118239e-01,1.517490102123498774e-01,1.602169899370828876e-01,1.690146681147255137e-01,1.575643283234060277e-01
1.586690502068940078e-01,1.594523183187139814e-01,1.580953975028079883e-01,1.475890324056853276e-01,1.408127227432658390e-01,1.379583888512409540e-01,1.332525492404204592e-01,1.316915343430733465e-01,1.322356995213149478e-01,1.318117056868125525e-01,1.331176865850024760e-01,1.382490523498737245e-01,1.403784125656627191e-01,1.484123803494301896e-01,1.575740560404516322e-01,1.665432081311778167e-01,1.568928631527829742e-01
1.487073581055118610e-01,1.476133806441428664e-01,1.502011031066748659e-01,1.393796886273710178e-01,1.342309425870295281e-01,1.291024450936858470e-01,1.256968131540044109e-01,1.256660981454478243e-01,1.272400136676204441e-01,1.257312507018818470e-01,1.255100179753630418e-01,1.294134198881163600e-01,1.334742444198939726e-01,1.400891985647927107e-01,1.495360994136925303e-01,1.564381622450512488e-01,1.475235872734077802e-01
1.401812733586116078e-01,1.401385315044471058e-01,1.497188226323681592e-01,1.384707447298947902e-01,1.389260791321436372e-01,1.268078683215143609e-01,1.229700664404337757e-01,1.176306378020858384e-01,1.162865533341462115e-01,1.177395874105969520e-01,1.225768606345070261e-01,1.273716656653254842e-01,1.376544716326309481e-01,1.392164804152683788e-01,1.485878909759384137e-01,1.517354704293876200e-01,1.399332834522568625e-01
1.362966384342372828e-01,1.355519699810065759e-01,1.460146161721015412e-01,1.331282813083842775e-01,1.330035307702746306e-01,1.194061137550575247e-01,1.175227634160658508e-01,1.128903651529837293e-01,1.127177065258741923e-01,1.127755405909216385e-01,1.175248441439581959e-01,1.198777017026459307e-01,1.314662775360333213e-01,1.339548233784512432e-01,1.446022069638023544e-01,1.474039492988419298e-01,1.363076042693242840e-01
1.401812733586115522e-01,1.401385315044471058e-01,1.497188226323681315e-01,1.384707447298951510e-01,1.389260791321437205e-01,1.268078683215140834e-01,1.229700664404341504e-01,1.176306378020855747e-01,1.162865533341472107e-01,1.177395874105968687e-01,1.225768606345070955e-01,1.273716656653256507e-01,1.376544716326305318e-01,1.392164804152683233e-01,1.485878909759384692e-01,1.517354704293874534e-01,1.399332834522569735e-01
1.487073581055118054e-01,1.476133806441428664e-01,1.502011031066749491e-01,1.393796886273710178e-01,1.342309425870296113e-01,1.291024450936865686e-01,1.256968131540048550e-01,1.256660981454477966e-01,1.272400136676194449e-01,1.257312507018817360e-01,1.255100179753630696e-01,1.294134198881157771e-01,1.334742444198928069e-01,1.400891985647924332e-01,1.495360994136930022e-01,1.564381622450514153e-01,1.475235872734079468e-01
1.586690502068937303e-01,1.594523183187140647e-01,1.580953975028077663e-01,1.475890324056853831e-01,1.408127227432662554e-01,1.379583888512408707e-01,1.332525492404209588e-01,1.316915343430737073e-01,1.322356995213164466e-01,1.318117056868121917e-01,1.331176865850019764e-01,1.382490523498723367e-01,1.403784125656642179e-01,1.484123803494320493e-01,1.575740560404516322e-01,1.665432081311773171e-01,1.568928631527826689e-01
1.595252421414034005e-01,1.623518420898618919e-01,1.606725748562233269e-01,1.506274068447752135e-01,1.453567767208944206e-01,1.436414007062999099e-01,1.436135637640886253e-01,1.394689299131693372e-01,1.409230417492184639e-01,1.398027643757999705e-01,1.433080201000951348e-01,1.444110649508556776e-01,1.447628177751115186e-01,1.517490102123492945e-01,1.602169899370829154e-01,1.690146681147257912e-01,1.575643283234058611e-01
