5.000000000000000278e-02,4.701883101953852062e-02,5.000000000000000278e-02,4.519939087767750607e-02,5.000000000000000278e-02,4.567573358032885750e-02,5.000000000000000278e-02,4.671191582927220615e-02,4.878114645047279541e-02,4.754633071370773650e-02,4.755689928415134798e-02,4.877630544172071453e-02,4.672323411905050794e-02,5.000000000000000278e-02,4.567486862803634556e-02,5.000000000000000278e-02,4.519611294352997993e-02,5.000000000000000278e-02,4.702851742299397897e-02,5.000000000000000278e-02
5.000000000000000278e-02,4.848471103481691996e-02,4.913959077240907802e-02,4.562461779165744719e-02,4.761722022516266806e-02,4.527619295697805912e-02,4.798135075946153433e-02,4.546393779518433098e-02,4.703075703405789482e-02,4.602759855650077891e-02,4.623134645448561536e-02,4.684936594027248880e-02,4.566414837981016411e-02,4.786111328820585875e-02,4.549583318033696699e-02,4.754603419180031959e-02,4.584993642570701911e-02,4.915811412230716021e-02,4.869915503319208194e-02,5.000000000000000278e-02
4.917424658005628557e-02,4.848428576762867093e-02,4.756854430947456830e-02,4.592951856494933982e-02,4.549649610833948060e-02,4.587249693635924580e-02,4.544319497723100371e-02,4.609861613670474673e-02,4.503603094565232501e-02,4.587375540865096246e-02,4.535233952863289980e-02,4.561556068341931364e-02,4.559904661668420789e-02,4.586777258452980760e-02,4.559329195228611908e-02,4.611528924659509532e-02,4.569349104414179019e-02,4.833941466814670185e-02,4.906655061641528731e-02,5.000000000000000278e-02
4.871403168528671418e-02,4.827171605274992866e-02,4.747146625935118325e-02,4.708229386896806840e-02,4.525800054070035217e-02,4.558074505014179933e-02,4.512944997773069705e-02,4.523436282570344330e-02,4.575895036627741774e-02,4.541874156382187666e-02,4.497593371197208811e-02,4.628599058347122180e-02,4.479145164410266305e-02,4.571872893302365154e-02,4.524589280093605642e-02,4.602787208587826029e-02,4.652167519177884125e-02,4.854088876357857268e-02,4.811941921544767714e-02,5.000000000000000278e-02
4.849073866393494719e-02,4.835974939922076804e-02,4.778818738842390695e-02,4.671685374659455270e-02,4.517661673215957879e-02,4.535257416266352121e-02,4.518506519391560228e-02,4.543927686152458151e-02,4.463100371145584805e-02,4.529561361359781685e-02,4.480703316867208630e-02,4.505678017875217045e-02,4.492379344758742205e-02,4.577638186129026621e-02,4.493850188079387409e-02,4.572798191182924493e-02,4.594773489655291226e-02,4.861265315045032454e-02,4.790964758910208621e-02,5.000000000000000278e-02
4.842599198917218323e-02,4.842490094034767462e-02,4.793888772470760590e-02,4.684560959520926715e-02,4.608270711980384099e-02,4.538392719186935820e-02,4.517524745650442625e-02,4.516869459806037435e-02,4.489328265589730832e-02,4.508927473160948690e-02,4.475518270568305118e-02,4.523189322371867771e-02,4.477653508621123185e-02,4.570389963649933163e-02,4.494166382311154395e-02,4.669232622425447538e-02,4.610005806646702564e-02,4.874583162376973366e-02,4.795715230721508265e-02,5.000000000000000278e-02
4.848307381973970126e-02,4.910799510577329441e-02,4.734843845523380168e-02,4.758953108538518939e-02,4.587202765312842906e-02,4.598204700415034485e-02,4.505415484595198111e-02,4.465285440231239744e-02,4.422666269437333653e-02,4.427014409649339399e-02,4.409666249416221290e-02,4.452089797003727645e-02,4.443849923082757863e-02,4.549503013238280491e-02,4.544073085787767030e-02,4.622963949233772213e-02,4.676211402176393833e-02,4.794519960544880999e-02,4.849684241421334252e-02,5.000000000000000278e-02
4.864531071439489457e-02,4.855363229868220332e-02,4.850572636330947873e-02,4.732703927827395379e-02,4.665446514978468379e-02,4.613990721754595431e-02,4.474752897626182307e-02,4.482658429642882858e-02,4.434371161979292625e-02,4.445572368653204209e-02,4.438459457021907972e-02,4.442796889525219700e-02,4.478923014718075996e-02,4.486500252275897604e-02,4.585656299104373668e-02,4.663200133429407090e-02,4.712774031821995863e-02,4.871717760045461004e-02,4.896789457815704100e-02,5.000000000000000278e-02
4.877997211111206877e-02,4.784796794776751544e-02,4.855992433411569775e-02,4.709706961461938152e-02,4.640480731775015882e-02,4.597729303137039480e-02,4.564490861206508404e-02,4.525421482658269906e-02,4.451814138364487000e-02,4.464194755468849779e-02,4.453903552146686734e-02,4.455673919181835085e-02,4.517952136558045506e-02,4.557029098553160018e-02,4.595328600096622307e-02,4.633721985823301137e-02,4.735950067102470684e-02,4.856765319182741042e-02,4.857132358346222950e-02,5.000000000000000278e-02
4.885472773198238500e-02,4.760051345734463840e-02,4.844365875915232489e-02,4.679737967409439148e-02,4.796468964456496176e-02,4.620985049966540997e-02,4.615525414879051436e-02,4.524152075783931248e-02,4.467255475768193429e-02,4.445431685629221835e-02,4.450012184438560670e-02,4.457744088186886555e-02,4.532072749934555611e-02,4.592867568529414302e-02,4.662079761013005613e-02,4.753802043038991149e-02,4.749438718282752298e-02,4.799255802024516432e-02,4.850139977066315888e-02,5.000000000000000278e-02
